,주차장관리번호,주차장명,주차장구분,주차장유형,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도_x,데이터기준일자,제공기관코드,제공기관명,Unnamed: 33,도로명주소,행정구역
55,121-2-000022,반포4동 주민센터 공영주차장,공영,노외,51,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7287,37.497432,127.0003038,2019-06-26,3210000,서울특별시 서초구,-1.0,서울특별시 서초구 사평대로28길 70,반포4동
56,121-2-000023,방배열린 문화센터,공영,노외,109,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7289,37.4889095,126.9922476,2019-06-26,3210000,서울특별시 서초구,-1.0,서울특별시 서초구 방배로 173,방배4동
57,121-2-000024,양재2동주민센터 공영주차장,공영,노외,32,3,미시행,평일+토요일+공휴일,07:00,21:00,07:00,21:00,00:00,21:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.4705526,127.0412109,2019-06-26,3210000,서울특별시 서초구,-1.0,서울특별시 서초구 강남대로12길 44,양재2동
58,121-2-000025,방배1동 공영주차장,공영,노외,123,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7289,37.4854672,126.9924335,2019-06-26,3210000,서울특별시 서초구,-1.0,서울특별시 서초구 방배로23길 31-6,방배1동
59,111-2-000002,응암3동 공영주차장,공영,노외,160,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-350-5188,37.593506,126.915289,2019-01-01,3110000,서울특별시 은평구,-1.0,서울특별시 은평구 불광천길 436,응암제3동
60,111-2-000003,갈현1동 공영주차장,공영,노외,61,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-357-5947,37.626498,126.915337,2019-01-01,3110000,서울특별시 은평구,-1.0,서울특별시 은평구 갈현로41가길 16,갈현제1동
61,111-2-000004,새장골 공영주차장,공영,노외,40,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-355-5947,37.624469,126.923549,2019-01-01,3110000,서울특별시 은평구,-1.0,서울특별시 은평구 통일로92다길 16-23,불광제2동
62,111-2-000005,연광초교지하공영주차장,공영,노외,152,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-385-2193,37.623995,126.924438,2019-01-01,3110000,서울특별시 은평구,-1.0,서울특별시 은평구 연서로35길 37,불광제2동
63,111-2-000006,서신초교지하공영주차장,공영,노외,110,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-375-3822,37.59231079999999,126.906839,2019-01-01,3110000,서울특별시 은평구,-1.0,서울특별시 은평구 증산로17길 64,신사제2동
64,111-2-000007,매바위공영주차장,공영,노외,80,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-376-6358,37.586576,126.920786,2019-01-01,3110000,서울특별시 은평구,-1.0,서울특별시 은평구 가좌로5길 18,응암제3동
65,111-2-000008,구산동마을공원지하공영주차장,공영,노외,77,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,080-330-3600,37.614751,126.908474,2019-01-01,3110000,서울특별시 은평구,-1.0,서울특별시 은평구 서오릉로17길 2-4,구산동
66,111-2-000010,연신중학교지하공영주차장,공영,노외,137,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,070-3721-3619,37.623324,126.925099,2019-01-01,3110000,서울특별시 은평구,-1.0,서울특별시 은평구 연서로33길 16-32,불광제2동
67,116-2-000003,구로3동 마을공동,공영,노외,20,5,요일제,평일,10:00,18:00,23:59,23:59,23:59,23:59,유료,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금,야간은 정기권 차량만 이용,서울특별시 구로구시설관리공단,02-839-4875,37.484981,126.888408,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 도림로6길 30,구로제3동
68,116-2-000004,신도림역 환승,공영,노외,65,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,75000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.507776,126.89216299999998,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 새말로 121-15,구로제5동
69,116-2-000005,구로아트밸리 지하,공영,노외,245,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,-1.0,-1.0,112000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.497057,126.889559,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 가마산로25길 21,구로제5동
70,116-2-000007,구로리공원 지하,공영,노외,203,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,-1.0,-1.0,105000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.490848,126.891578,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 구로중앙로 13,구로제4동
71,116-2-000008,하늘공원 주차장,공영,노외,198,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,-1.0,-1.0,80000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.487394,126.880518,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 구로동로15길 71-1,구로제2동
72,116-2-000010,고척1동 마을공동,공영,노외,88,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,65000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.502261,126.863882,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 중앙로8길 16,고척제1동
73,116-2-000012,개봉1동 마을공동,공영,노외,56,5,요일제,평일,09:00,18:00,23:59,23:59,23:59,23:59,유료,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금,야간은 정기권 차량만 이용,서울특별시 구로구시설관리공단,02-839-4875,37.505741,126.844893,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 고척로27길 93-11,개봉제1동
74,116-2-000012,개봉1동 마을공동,공영,노외,56,5,요일제,평일,09:00,18:00,23:59,23:59,23:59,23:59,유료,5,50,5.0,50.0,-1.0,-1.0,50000.0,현금,야간은 정기권 차량만 이용,서울특별시 구로구시설관리공단,02-839-4875,37.505741,126.844893,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 고척로27길 93-11,개봉제1동
75,116-2-000013,개봉1동 노외,공영,노외,134,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,75000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.505741,126.844893,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 고척로27길 93-11,개봉제1동
76,116-2-000013,개봉1동 노외,공영,노외,134,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,75000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.505741,126.844893,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 고척로27길 93-11,개봉제1동
77,116-2-000015,오류1동 텃골,공영,노외,84,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,65000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.495385,126.839295,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 경인로15길 22,오류제1동
78,116-2-000016,고척근린공원 지하,공영,노외,199,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,-1.0,-1.0,112000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.505917,126.844427,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 고척로25길 102,개봉제1동
79,116-2-000017,구로4동 주택가 공동,공영,노외,198,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,75000.0,신용카드 교통카드,-1,서울특별시 구로구시설관리공단,02-839-4875,37.48977100000001,126.878328,2019-05-03,3160000,서울특별시 구로구,-1.0,서울특별시 구로구 구일로2길 2,구로제1동
80,119-2-000001,흑석빗물펌프장,공영,노외,45,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,190,5.0,190.0,24.0,35000.0,120000.0,-1,-1,서울특별시 동작구시설관리공단,02-826-5627,37.508318,126.962708,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 서달로15길 7,흑석동
81,119-2-000002,대방생태,공영,노외,39,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-826-3135,37.500189,126.926641,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 대방동1길 9,대방동
82,119-2-000003,구릉,공영,노외,20,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-816-1494,37.498866,126.927312,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 여의대방로24차길 44,신대방제2동
83,119-2-000005,한누리,공영,노외,45,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-597-9219,37.477255,126.97678799999998,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 남부순환로267길 7,사당제1동
84,119-2-000006,도화,공영,노외,56,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-811-0983,37.49962100000001,126.934969,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 성대로17길 51,상도제4동
85,119-2-000007,동작주차공원,공영,노외,147,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,70000.0,-1,-1,서울특별시 동작구시설관리공단,02-537-2849,37.503698,126.976331,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 현충로 210,사당제2동
86,119-2-000008,보라매공원동문,공영,노외,52,4,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,100,5.0,100.0,-1.0,-1.0,50000.0,-1,-1,서울특별시 동작구시설관리공단,070-7204-3271,37.493882765900004,126.923544,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 여의대방로20길 33,신대방제2동
87,119-2-000009,동작구청부설,공영,노외,88,2,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,250,5.0,250.0,-1.0,-1.0,60000.0,-1,-1,서울특별시 동작구시설관리공단,02-820-1440,37.512187,126.940148,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 장승배기로 161,노량진제2동
88,119-2-000010,빙수골장미,공영,노외,64,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,24.0,35000.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-812-0986,37.493558,126.93348600000002,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 국사봉16길 28,상도제3동
89,119-1-000011,보라매병원앞,공영,노상,34,2,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,10:00,20:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,-1,-1,서울특별시 동작구시설관리공단,02-832-2445,37.492348,126.923044,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 보라매로5길 44,
90,119-1-000012,동작갯마을,공영,노상,52,3,요일제,평일+토요일,09:00,19:00,09:00,19:00,00:00,23:59,유료,5,150,5.0,150.0,-1.0,-1.0,100000.0,-1,-1,서울특별시 동작구시설관리공단,02-3481-6830,37.495658,126.982536,2019-05-10,3190000,서울특별시 동작구,-1.0,서울특별시 동작구 동작대로 213,사당제2동
91,122-1-000005,언주로147길,공영,노상,14,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5198200484,127.0327639394,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 언주로147길 18,논현2동
92,122-1-000006,도산대로45길,공영,노상,46,1,요일제,평일,10:00,20:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5228966185,127.0370142285,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 도산대로 323,압구정동
93,122-1-000007,언주로171길,공영,노상,30,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5270207991,127.03298429889999,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 언주로 857,압구정동
94,122-1-000008,선릉로146길,공영,노상,32,1,요일제,평일,10:00,20:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5213878437,127.04373744809999,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 선릉로 742,청담동
95,122-1-000009,선릉로132길,공영,노상,17,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.517784333499996,127.04235984879999,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 학동로 405,청담동
96,122-1-000010,테헤란로64길,공영,노상,12,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5047630961,127.0512599944,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 테헤란로 412,대치4동
97,122-1-000011,영동대로85길,공영,노상,74,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.506627181,127.0573460276,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 테헤란로 504,대치2동
98,122-1-000012,테헤란로26길,공영,노상,12,1,요일제,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,800.0,10.0,30000.0,-1.0,카드/현금/무통장/지로,-1,강남구도시관리공단,1544-3113,37.5000256817,127.0365098652,2019-03-05,3220000,서울특별시 강남구,-1.0,서울특별시 강남구 테헤란로 152,역삼1동
