기간	자치구	성별	연령	합계	재학	재학	재학	재학	재학	재학	재학	졸업	졸업	졸업	졸업	졸업	졸업	졸업	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	수료	수료	수료	수료	안받았음(미취학포함)
2015	중구	여자	80~84세	1,319	-	-	-	-	-	-	-	738	431	123	134	7	36	7	139	97	13	4	12	13	-	-	-	-	-	442
2015	중구	여자	85세 이상	958	-	-	-	-	-	-	-	513	302	66	109	4	32	-	38	35	3	-	-	-	-	-	-	-	-	407
2015	용산구	합계	계	201,237	34,555	8,848	5,224	6,963	2,374	9,042	2,104	150,891	10,787	10,677	44,582	15,313	54,737	14,795	7,881	1,023	909	1,194	1,694	2,510	551	3,505	299	610	2,596	4,405
2015	용산구	합계	6~9세	5,924	4,737	4,737	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,187
2015	용산구	합계	10~14세	7,728	7,723	4,109	3,614	-	-	-	-	-	-	-	-	-	-	-	5	-	5	-	-	-	-	-	-	-	-	-
2015	용산구	합계	15~19세	10,136	9,178	-	1,350	5,852	638	1,338	-	859	-	28	831	-	-	-	99	-	17	82	-	-	-	-	-	-	-	-
2015	용산구	합계	20~24세	13,262	8,586	-	258	1,100	1,330	5,738	160	4,361	4	58	1,654	1,235	1,396	14	267	-	1	40	132	94	-	47	16	31	-	1
2015	용산구	합계	25~29세	15,453	2,239	-	-	3	216	1,329	691	12,265	1	23	1,585	2,294	7,703	659	672	-	5	46	246	347	28	275	26	129	120	2
2015	용산구	합계	30~34세	18,808	837	-	-	-	81	224	532	16,698	-	40	2,407	2,586	9,884	1,781	754	-	24	61	301	306	62	516	42	125	349	3
2015	용산구	합계	35~39세	17,406	455	-	-	-	45	141	269	15,581	1	109	2,964	2,157	8,012	2,338	827	-	11	128	219	326	143	528	54	28	446	15
2015	용산구	합계	40~44세	18,270	330	-	-	-	22	108	200	16,799	38	310	5,116	2,164	6,580	2,591	637	5	33	70	147	244	138	498	25	65	408	6
2015	용산구	합계	45~49세	17,419	253	-	1	1	28	114	109	16,090	247	632	5,449	1,678	5,846	2,238	602	13	24	149	186	180	50	463	25	69	369	11
2015	용산구	합계	50~54세	16,944	140	-	-	3	4	25	108	15,833	614	1,107	6,031	1,255	5,044	1,782	600	42	54	101	120	227	56	355	28	31	296	16
2015	용산구	합계	55~59세	16,323	37	-	-	3	2	9	23	15,380	966	1,917	6,346	871	3,764	1,516	611	44	132	138	118	158	21	277	33	11	233	18
2015	용산구	합계	60~64세	12,268	34	-	1	1	6	14	12	11,384	1,456	1,933	4,527	487	2,232	749	455	113	79	54	63	132	14	220	14	47	159	175
2015	용산구	합계	65~69세	10,058	6	2	-	-	2	2	-	9,018	1,759	1,705	3,200	232	1,645	477	605	105	139	111	44	182	24	132	24	27	81	297
2015	용산구	합계	70~74세	8,660	-	-	-	-	-	-	-	7,445	2,294	1,437	2,200	154	1,131	229	620	233	155	54	57	106	15	95	6	35	54	500
2015	용산구	합계	75~79세	6,565	-	-	-	-	-	-	-	5,189	1,853	759	1,373	110	845	249	611	255	142	86	22	106	-	67	-	12	55	698
2015	용산구	합계	80~84세	3,617	-	-	-	-	-	-	-	2,562	895	378	668	60	456	105	343	119	67	61	31	65	-	16	6	-	10	696
2015	용산구	합계	85세 이상	2,396	-	-	-	-	-	-	-	1,427	659	241	231	30	199	67	173	94	21	13	8	37	-	16	-	-	16	780
2015	용산구	남자	계	96,618	17,712	4,382	2,837	4,155	1,405	4,007	926	71,239	3,426	4,394	20,695	6,770	27,207	8,747	4,409	329	423	675	993	1,693	296	1,940	140	290	1,510	1,318
2015	용산구	남자	6~9세	2,903	2,300	2,300	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	603
2015	용산구	남자	10~14세	3,915	3,910	2,082	1,828	-	-	-	-	-	-	-	-	-	-	-	5	-	5	-	-	-	-	-	-	-	-	-
2015	용산구	남자	15~19세	5,157	4,634	-	750	3,058	363	463	-	493	-	28	465	-	-	-	30	-	8	22	-	-	-	-	-	-	-	-
2015	용산구	남자	20~24세	6,123	4,429	-	257	1,093	767	2,280	32	1,506	4	46	919	294	239	4	182	-	1	35	82	64	-	6	6	-	-	-
2015	용산구	남자	25~29세	7,436	1,399	-	-	1	180	963	255	5,463	1	9	926	1,062	3,283	182	430	-	5	34	152	239	-	144	9	74	61	-
2015	용산구	남자	30~34세	9,361	419	-	-	-	51	118	250	8,171	-	23	1,189	1,192	5,006	761	526	-	24	53	204	216	29	242	18	70	154	3
2015	용산구	남자	35~39세	8,565	217	-	-	-	32	65	120	7,577	1	40	1,365	971	4,014	1,186	555	-	11	86	137	244	77	214	30	-	184	2
2015	용산구	남자	40~44세	9,259	195	-	-	-	7	67	121	8,351	20	188	2,394	900	3,374	1,475	406	-	33	43	91	148	91	301	13	25	263	6
2015	용산구	남자	45~49세	8,652	97	-	1	-	2	35	59	7,969	142	324	2,407	835	2,863	1,398	343	7	17	74	73	139	33	234	7	39	188	9
2015	용산구	남자	50~54세	8,241	81	-	-	1	1	9	70	7,604	288	489	2,511	631	2,509	1,176	329	22	29	47	79	129	23	220	14	11	195	7
2015	용산구	남자	55~59세	7,871	9	-	-	1	1	-	7	7,319	373	677	2,630	413	2,098	1,128	342	28	59	98	64	93	-	190	20	-	170	11
2015	용산구	남자	60~64세	5,802	21	-	1	1	1	6	12	5,315	485	737	2,056	237	1,242	558	231	67	48	1	42	59	14	148	-	29	119	87
2015	용산구	남자	65~69세	4,606	1	-	-	-	-	1	-	4,091	435	647	1,599	100	949	361	304	37	35	42	18	153	19	91	11	21	59	119
2015	용산구	남자	70~74세	3,916	-	-	-	-	-	-	-	3,441	833	667	1,099	49	601	192	288	84	60	39	27	68	10	81	6	21	54	106
2015	용산구	남자	75~79세	2,682	-	-	-	-	-	-	-	2,249	498	252	727	37	543	192	269	52	56	70	16	75	-	37	-	-	37	127
2015	용산구	남자	80~84세	1,397	-	-	-	-	-	-	-	1,157	215	160	322	27	352	81	104	11	18	26	-	49	-	16	6	-	10	120
2015	용산구	남자	85세 이상	732	-	-	-	-	-	-	-	533	131	107	86	22	134	53	65	21	14	5	8	17	-	16	-	-	16	118
2015	용산구	여자	계	104,619	16,843	4,466	2,387	2,808	969	5,035	1,178	79,652	7,361	6,283	23,887	8,543	27,530	6,048	3,472	694	486	519	701	817	255	1,565	159	320	1,086	3,087
2015	용산구	여자	6~9세	3,021	2,437	2,437	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	584
2015	용산구	여자	10~14세	3,813	3,813	2,027	1,786	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	용산구	여자	15~19세	4,979	4,544	-	600	2,794	275	875	-	366	-	-	366	-	-	-	69	-	9	60	-	-	-	-	-	-	-	-
2015	용산구	여자	20~24세	7,139	4,157	-	1	7	563	3,458	128	2,855	-	12	735	941	1,157	10	85	-	-	5	50	30	-	41	10	31	-	1
2015	용산구	여자	25~29세	8,017	840	-	-	2	36	366	436	6,802	-	14	659	1,232	4,420	477	242	-	-	12	94	108	28	131	17	55	59	2
2015	용산구	여자	30~34세	9,447	418	-	-	-	30	106	282	8,527	-	17	1,218	1,394	4,878	1,020	228	-	-	8	97	90	33	274	24	55	195	-
2015	용산구	여자	35~39세	8,841	238	-	-	-	13	76	149	8,004	-	69	1,599	1,186	3,998	1,152	272	-	-	42	82	82	66	314	24	28	262	13
2015	용산구	여자	40~44세	9,011	135	-	-	-	15	41	79	8,448	18	122	2,722	1,264	3,206	1,116	231	5	-	27	56	96	47	197	12	40	145	-
2015	용산구	여자	45~49세	8,767	156	-	-	1	26	79	50	8,121	105	308	3,042	843	2,983	840	259	6	7	75	113	41	17	229	18	30	181	2
2015	용산구	여자	50~54세	8,703	59	-	-	2	3	16	38	8,229	326	618	3,520	624	2,535	606	271	20	25	54	41	98	33	135	14	20	101	9
2015	용산구	여자	55~59세	8,452	28	-	-	2	1	9	16	8,061	593	1,240	3,716	458	1,666	388	269	16	73	40	54	65	21	87	13	11	63	7
2015	용산구	여자	60~64세	6,466	13	-	-	-	5	8	-	6,069	971	1,196	2,471	250	990	191	224	46	31	53	21	73	-	72	14	18	40	88
2015	용산구	여자	65~69세	5,452	5	2	-	-	2	1	-	4,927	1,324	1,058	1,601	132	696	116	301	68	104	69	26	29	5	41	13	6	22	178
2015	용산구	여자	70~74세	4,744	-	-	-	-	-	-	-	4,004	1,461	770	1,101	105	530	37	332	149	95	15	30	38	5	14	-	14	-	394
2015	용산구	여자	75~79세	3,883	-	-	-	-	-	-	-	2,940	1,355	507	646	73	302	57	342	203	86	16	6	31	-	30	-	12	18	571
2015	용산구	여자	80~84세	2,220	-	-	-	-	-	-	-	1,405	680	218	346	33	104	24	239	108	49	35	31	16	-	-	-	-	-	576
2015	용산구	여자	85세 이상	1,664	-	-	-	-	-	-	-	894	528	134	145	8	65	14	108	73	7	8	-	20	-	-	-	-	-	662
2015	성동구	합계	계	270,022	49,779	12,043	7,223	9,253	3,858	13,928	3,474	200,371	15,475	17,777	64,081	23,394	65,573	14,071	10,321	1,557	1,436	1,696	2,310	2,845	477	3,837	529	690	2,618	5,714
2015	성동구	합계	6~9세	8,342	6,602	6,602	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,740
2015	성동구	합계	10~14세	10,196	10,192	5,441	4,751	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4
2015	성동구	합계	15~19세	14,366	12,890	-	1,970	7,629	1,350	1,941	-	1,316	-	42	1,274	-	-	-	160	-	36	118	6	-	-	-	-	-	-	-
2015	성동구	합계	20~24세	21,102	13,386	-	501	1,623	2,020	8,900	342	7,186	3	62	2,705	2,530	1,861	25	445	-	23	100	205	117	-	78	26	52	-	7
2015	성동구	합계	25~29세	22,795	4,319	-	-	-	289	2,491	1,539	16,988	1	61	2,170	3,975	9,969	812	1,024	-	2	72	463	471	16	463	55	213	195	1
2015	성동구	합계	30~34세	25,170	1,043	-	-	-	80	291	672	22,573	1	116	3,357	4,227	12,504	2,368	932	-	49	68	398	374	43	619	99	123	397	3
2015	성동구	합계	35~39세	23,828	612	-	-	-	49	141	422	21,640	2	162	4,621	3,720	10,395	2,740	946	-	10	69	310	473	84	611	69	58	484	19
2015	성동구	합계	40~44세	24,065	353	-	-	-	46	59	248	22,357	25	296	7,750	3,267	8,390	2,629	784	13	43	169	256	185	118	554	27	60	467	17
2015	성동구	합계	45~49세	22,729	247	-	-	1	23	74	149	21,383	288	1,311	9,686	2,061	6,433	1,604	725	49	92	154	147	190	93	331	38	14	279	43
2015	성동구	합계	50~54세	23,273	69	-	-	-	1	15	53	21,823	1,023	2,764	10,026	1,428	5,146	1,436	1,002	105	190	167	181	321	38	357	59	28	270	22
2015	성동구	합계	55~59세	22,183	42	-	-	-	-	13	29	20,927	1,889	3,445	8,950	1,094	4,370	1,179	904	98	182	261	130	192	41	286	62	14	210	24
2015	성동구	합계	60~64세	15,802	22	-	1	-	-	1	20	14,684	2,464	3,242	5,266	511	2,562	639	736	186	229	106	68	134	13	183	28	35	120	177
2015	성동구	합계	65~69세	12,511	2	-	-	-	-	2	-	11,316	2,708	2,671	3,744	220	1,678	295	626	136	135	140	46	157	12	173	40	35	98	394
2015	성동구	합계	70~74세	10,333	-	-	-	-	-	-	-	8,663	2,943	1,877	2,437	155	1,033	218	813	357	149	125	41	122	19	66	6	7	53	791
2015	성동구	합계	75~79세	7,128	-	-	-	-	-	-	-	5,467	2,170	1,035	1,324	83	768	87	798	355	226	105	39	73	-	33	5	27	1	830
2015	성동구	합계	80~84세	3,766	-	-	-	-	-	-	-	2,695	1,208	476	544	71	357	39	271	156	44	32	8	31	-	43	8	14	21	757
2015	성동구	합계	85세 이상	2,433	-	-	-	-	-	-	-	1,353	750	217	227	52	107	-	155	102	26	10	12	5	-	40	7	10	23	885
2015	성동구	남자	계	133,648	27,778	6,065	4,018	5,443	2,087	8,230	1,935	96,298	4,988	7,618	31,660	10,053	33,950	8,029	5,759	361	766	1,067	1,417	1,912	236	2,178	275	370	1,533	1,635
2015	성동구	남자	6~9세	4,224	3,374	3,374	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	850
2015	성동구	남자	10~14세	5,117	5,116	2,691	2,425	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
2015	성동구	남자	15~19세	7,260	6,471	-	1,092	3,820	655	904	-	665	-	36	629	-	-	-	124	-	26	92	6	-	-	-	-	-	-	-
2015	성동구	남자	20~24세	10,995	8,217	-	501	1,623	1,125	4,875	93	2,493	3	61	1,434	664	331	-	247	-	23	48	107	69	-	31	7	24	-	7
2015	성동구	남자	25~29세	11,503	3,340	-	-	-	210	2,127	1,003	7,167	1	43	1,197	1,655	3,992	279	728	-	2	54	311	355	6	268	48	101	119	-
2015	성동구	남자	30~34세	12,568	587	-	-	-	36	186	365	11,027	1	50	1,848	1,843	6,277	1,008	632	-	49	59	240	273	11	319	54	94	171	3
2015	성동구	남자	35~39세	12,231	287	-	-	-	18	85	184	11,058	2	73	2,399	1,597	5,653	1,334	597	-	1	46	203	301	46	275	28	27	220	14
2015	성동구	남자	40~44세	12,415	187	-	-	-	19	20	148	11,449	18	155	3,596	1,485	4,627	1,568	455	8	24	113	145	113	52	307	11	22	274	17
2015	성동구	남자	45~49세	11,470	132	-	-	-	23	21	88	10,711	131	591	4,423	1,014	3,556	996	422	16	54	101	82	126	43	170	5	8	157	35
2015	성동구	남자	50~54세	11,682	27	-	-	-	1	2	24	10,830	415	1,128	4,747	669	2,891	980	570	28	128	79	122	189	24	233	30	16	187	22
2015	성동구	남자	55~59세	10,892	26	-	-	-	-	10	16	10,123	673	1,276	4,239	581	2,521	833	557	51	119	184	59	122	22	170	26	-	144	16
2015	성동구	남자	60~64세	7,616	14	-	-	-	-	-	14	7,040	778	1,433	2,675	238	1,429	487	371	69	108	61	41	86	6	121	7	13	101	70
2015	성동구	남자	65~69세	5,891	-	-	-	-	-	-	-	5,274	875	1,081	1,921	117	1,032	248	351	24	81	73	35	131	7	139	40	25	74	127
2015	성동구	남자	70~74세	4,698	-	-	-	-	-	-	-	4,203	935	888	1,385	96	710	189	300	46	46	69	28	92	19	52	6	-	46	143
2015	성동구	남자	75~79세	3,019	-	-	-	-	-	-	-	2,569	653	463	759	51	575	68	307	75	90	72	32	38	-	27	5	21	1	116
2015	성동구	남자	80~84세	1,403	-	-	-	-	-	-	-	1,168	317	217	309	27	259	39	63	31	9	6	-	17	-	43	8	14	21	129
2015	성동구	남자	85세 이상	664	-	-	-	-	-	-	-	521	186	123	99	16	97	-	35	13	6	10	6	-	-	23	-	5	18	85
2015	성동구	여자	계	136,374	22,001	5,978	3,205	3,810	1,771	5,698	1,539	104,073	10,487	10,159	32,421	13,341	31,623	6,042	4,562	1,196	670	629	893	933	241	1,659	254	320	1,085	4,079
2015	성동구	여자	6~9세	4,118	3,228	3,228	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	890
2015	성동구	여자	10~14세	5,079	5,076	2,750	2,326	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
2015	성동구	여자	15~19세	7,106	6,419	-	878	3,809	695	1,037	-	651	-	6	645	-	-	-	36	-	10	26	-	-	-	-	-	-	-	-
2015	성동구	여자	20~24세	10,107	5,169	-	-	-	895	4,025	249	4,693	-	1	1,271	1,866	1,530	25	198	-	-	52	98	48	-	47	19	28	-	-
2015	성동구	여자	25~29세	11,292	979	-	-	-	79	364	536	9,821	-	18	973	2,320	5,977	533	296	-	-	18	152	116	10	195	7	112	76	1
2015	성동구	여자	30~34세	12,602	456	-	-	-	44	105	307	11,546	-	66	1,509	2,384	6,227	1,360	300	-	-	9	158	101	32	300	45	29	226	-
2015	성동구	여자	35~39세	11,597	325	-	-	-	31	56	238	10,582	-	89	2,222	2,123	4,742	1,406	349	-	9	23	107	172	38	336	41	31	264	5
2015	성동구	여자	40~44세	11,650	166	-	-	-	27	39	100	10,908	7	141	4,154	1,782	3,763	1,061	329	5	19	56	111	72	66	247	16	38	193	-
2015	성동구	여자	45~49세	11,259	115	-	-	1	-	53	61	10,672	157	720	5,263	1,047	2,877	608	303	33	38	53	65	64	50	161	33	6	122	8
2015	성동구	여자	50~54세	11,591	42	-	-	-	-	13	29	10,993	608	1,636	5,279	759	2,255	456	432	77	62	88	59	132	14	124	29	12	83	-
2015	성동구	여자	55~59세	11,291	16	-	-	-	-	3	13	10,804	1,216	2,169	4,711	513	1,849	346	347	47	63	77	71	70	19	116	36	14	66	8
2015	성동구	여자	60~64세	8,186	8	-	1	-	-	1	6	7,644	1,686	1,809	2,591	273	1,133	152	365	117	121	45	27	48	7	62	21	22	19	107
2015	성동구	여자	65~69세	6,620	2	-	-	-	-	2	-	6,042	1,833	1,590	1,823	103	646	47	275	112	54	67	11	26	5	34	-	10	24	267
2015	성동구	여자	70~74세	5,635	-	-	-	-	-	-	-	4,460	2,008	989	1,052	59	323	29	513	311	103	56	13	30	-	14	-	7	7	648
2015	성동구	여자	75~79세	4,109	-	-	-	-	-	-	-	2,898	1,517	572	565	32	193	19	491	280	136	33	7	35	-	6	-	6	-	714
2015	성동구	여자	80~84세	2,363	-	-	-	-	-	-	-	1,527	891	259	235	44	98	-	208	125	35	26	8	14	-	-	-	-	-	628
2015	성동구	여자	85세 이상	1,769	-	-	-	-	-	-	-	832	564	94	128	36	10	-	120	89	20	-	6	5	-	17	7	5	5	800
2015	광진구	합계	계	335,188	66,561	14,831	9,470	13,082	4,714	20,687	3,777	246,087	16,780	19,088	83,701	31,277	80,267	14,974	12,980	1,581	1,648	2,040	3,164	4,132	415	3,636	508	901	2,227	5,924
2015	광진구	합계	6~9세	9,565	7,661	7,661	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,904
2015	광진구	합계	10~14세	13,442	13,427	7,170	6,257	-	-	-	-	-	-	-	-	-	-	-	15	-	15	-	-	-	-	-	-	-	-	-
2015	광진구	합계	15~19세	19,987	18,120	-	2,621	10,944	1,441	3,114	-	1,734	-	53	1,681	-	-	-	132	-	9	104	12	7	-	-	-	-	-	1
2015	광진구	합계	20~24세	29,610	19,236	-	592	2,136	2,754	13,413	341	9,725	8	76	3,572	3,347	2,690	32	596	-	16	100	338	142	-	25	9	16	-	28
2015	광진구	합계	25~29세	32,461	5,237	-	-	-	343	3,297	1,597	25,320	-	50	3,018	5,823	15,233	1,196	1,395	-	13	137	584	624	37	489	100	187	202	20
2015	광진구	합계	30~34세	33,240	1,351	-	-	1	86	446	818	29,651	-	159	4,650	6,369	16,204	2,269	1,518	-	42	90	636	685	65	670	56	196	418	50
2015	광진구	합계	35~39세	27,753	710	-	-	-	35	139	536	24,856	-	203	5,958	4,527	11,732	2,436	1,513	-	24	183	466	709	131	651	69	131	451	23
2015	광진구	합계	40~44세	28,589	447	-	-	-	33	146	268	26,606	32	475	9,876	4,027	9,758	2,438	1,006	9	90	180	267	361	99	512	70	107	335	18
2015	광진구	합계	45~49세	28,676	237	-	-	-	22	97	118	27,056	378	1,151	12,526	2,899	8,054	2,048	899	15	73	199	237	349	26	467	84	75	308	17
2015	광진구	합계	50~54세	27,925	60	-	-	1	-	8	51	26,557	1,266	2,714	12,938	1,841	6,034	1,764	1,033	62	192	237	225	296	21	266	33	45	188	9
2015	광진구	합계	55~59세	26,487	74	-	-	-	-	26	48	25,153	2,506	4,049	11,934	1,198	4,310	1,156	1,060	128	231	189	184	328	-	174	32	31	111	26
2015	광진구	합계	60~64세	18,935	1	-	-	-	-	1	-	17,681	2,754	3,571	7,757	583	2,418	598	948	129	296	237	82	181	23	127	17	43	67	178
2015	광진구	합계	65~69세	14,066	-	-	-	-	-	-	-	12,823	2,841	2,908	4,899	302	1,454	419	749	207	194	167	26	155	-	117	13	32	72	377
2015	광진구	합계	70~74세	10,864	-	-	-	-	-	-	-	9,186	2,906	1,911	2,839	130	1,152	248	891	391	202	76	59	150	13	67	13	31	23	720
2015	광진구	합계	75~79세	7,303	-	-	-	-	-	-	-	5,588	2,163	1,051	1,282	138	770	184	730	363	110	112	33	112	-	52	12	7	33	933
2015	광진구	합계	80~84세	3,780	-	-	-	-	-	-	-	2,600	1,085	470	504	53	331	157	378	206	120	17	8	27	-	13	-	-	13	789
2015	광진구	합계	85세 이상	2,505	-	-	-	-	-	-	-	1,551	841	247	267	40	127	29	117	71	21	12	7	6	-	6	-	-	6	831
2015	광진구	남자	계	164,454	36,484	7,552	5,372	7,628	2,534	11,278	2,120	116,513	5,487	7,695	39,850	13,133	41,288	9,060	7,640	441	872	1,398	2,032	2,682	215	1,996	229	446	1,321	1,821
2015	광진구	남자	6~9세	4,942	3,915	3,915	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,027
2015	광진구	남자	10~14세	6,953	6,953	3,637	3,316	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	광진구	남자	15~19세	10,089	9,058	-	1,464	5,493	692	1,409	-	945	-	11	934	-	-	-	86	-	9	64	6	7	-	-	-	-	-	-
2015	광진구	남자	20~24세	14,592	11,078	-	592	2,134	1,481	6,761	110	3,136	8	45	1,867	808	394	14	360	-	10	80	186	84	-	5	5	-	-	13
2015	광진구	남자	25~29세	15,891	3,819	-	-	-	272	2,665	882	10,878	-	27	1,620	2,366	6,437	428	968	-	-	107	431	422	8	207	36	106	65	19
2015	광진구	남자	30~34세	16,733	898	-	-	-	66	293	539	14,375	-	94	2,473	2,648	8,193	967	1,078	-	23	71	467	471	46	345	21	86	238	37
2015	광진구	남자	35~39세	14,109	403	-	-	-	15	93	295	12,396	-	92	2,877	2,012	6,150	1,265	1,001	-	24	139	275	496	67	296	22	44	230	13
2015	광진구	남자	40~44세	14,171	214	-	-	-	8	42	164	13,134	16	214	4,433	1,742	5,126	1,603	541	9	55	104	147	181	45	278	35	53	190	4
2015	광진구	남자	45~49세	13,911	82	-	-	-	-	14	68	12,947	145	430	5,367	1,326	4,374	1,305	583	-	52	141	147	229	14	283	51	39	193	16
2015	광진구	남자	50~54세	13,687	31	-	-	1	-	1	29	12,847	451	1,069	5,684	946	3,463	1,234	639	19	108	160	148	190	14	164	14	24	126	6
2015	광진구	남자	55~59세	12,865	33	-	-	-	-	-	33	12,149	912	1,558	5,462	573	2,767	877	543	96	92	127	63	165	-	135	16	23	96	5
2015	광진구	남자	60~64세	9,171	-	-	-	-	-	-	-	8,407	952	1,307	3,774	335	1,555	484	605	37	214	172	47	119	16	83	10	22	51	76
2015	광진구	남자	65~69세	6,672	-	-	-	-	-	-	-	6,118	915	1,177	2,555	181	969	321	365	43	93	96	21	112	-	96	13	26	57	93
2015	광진구	남자	70~74세	5,259	-	-	-	-	-	-	-	4,656	948	877	1,682	85	838	226	412	101	83	57	51	115	5	39	-	16	23	152
2015	광진구	남자	75~79세	3,306	-	-	-	-	-	-	-	2,795	669	528	749	64	623	162	323	87	53	75	28	80	-	46	6	7	33	142
2015	광진구	남자	80~84세	1,390	-	-	-	-	-	-	-	1,124	266	140	255	20	291	152	97	30	49	5	8	5	-	13	-	-	13	156
2015	광진구	남자	85세 이상	713	-	-	-	-	-	-	-	606	205	126	118	27	108	22	39	19	7	-	7	6	-	6	-	-	6	62
2015	광진구	여자	계	170,734	30,077	7,279	4,098	5,454	2,180	9,409	1,657	129,574	11,293	11,393	43,851	18,144	38,979	5,914	5,340	1,140	776	642	1,132	1,450	200	1,640	279	455	906	4,103
2015	광진구	여자	6~9세	4,623	3,746	3,746	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	877
2015	광진구	여자	10~14세	6,489	6,474	3,533	2,941	-	-	-	-	-	-	-	-	-	-	-	15	-	15	-	-	-	-	-	-	-	-	-
2015	광진구	여자	15~19세	9,898	9,062	-	1,157	5,451	749	1,705	-	789	-	42	747	-	-	-	46	-	-	40	6	-	-	-	-	-	-	1
2015	광진구	여자	20~24세	15,018	8,158	-	-	2	1,273	6,652	231	6,589	-	31	1,705	2,539	2,296	18	236	-	6	20	152	58	-	20	4	16	-	15
2015	광진구	여자	25~29세	16,570	1,418	-	-	-	71	632	715	14,442	-	23	1,398	3,457	8,796	768	427	-	13	30	153	202	29	282	64	81	137	1
2015	광진구	여자	30~34세	16,507	453	-	-	1	20	153	279	15,276	-	65	2,177	3,721	8,011	1,302	440	-	19	19	169	214	19	325	35	110	180	13
2015	광진구	여자	35~39세	13,644	307	-	-	-	20	46	241	12,460	-	111	3,081	2,515	5,582	1,171	512	-	-	44	191	213	64	355	47	87	221	10
2015	광진구	여자	40~44세	14,418	233	-	-	-	25	104	104	13,472	16	261	5,443	2,285	4,632	835	465	-	35	76	120	180	54	234	35	54	145	14
2015	광진구	여자	45~49세	14,765	155	-	-	-	22	83	50	14,109	233	721	7,159	1,573	3,680	743	316	15	21	58	90	120	12	184	33	36	115	1
2015	광진구	여자	50~54세	14,238	29	-	-	-	-	7	22	13,710	815	1,645	7,254	895	2,571	530	394	43	84	77	77	106	7	102	19	21	62	3
2015	광진구	여자	55~59세	13,622	41	-	-	-	-	26	15	13,004	1,594	2,491	6,472	625	1,543	279	517	32	139	62	121	163	-	39	16	8	15	21
2015	광진구	여자	60~64세	9,764	1	-	-	-	-	1	-	9,274	1,802	2,264	3,983	248	863	114	343	92	82	65	35	62	7	44	7	21	16	102
2015	광진구	여자	65~69세	7,394	-	-	-	-	-	-	-	6,705	1,926	1,731	2,344	121	485	98	384	164	101	71	5	43	-	21	-	6	15	284
2015	광진구	여자	70~74세	5,605	-	-	-	-	-	-	-	4,530	1,958	1,034	1,157	45	314	22	479	290	119	19	8	35	8	28	13	15	-	568
2015	광진구	여자	75~79세	3,997	-	-	-	-	-	-	-	2,793	1,494	523	533	74	147	22	407	276	57	37	5	32	-	6	6	-	-	791
2015	광진구	여자	80~84세	2,390	-	-	-	-	-	-	-	1,476	819	330	249	33	40	5	281	176	71	12	-	22	-	-	-	-	-	633
2015	광진구	여자	85세 이상	1,792	-	-	-	-	-	-	-	945	636	121	149	13	19	7	78	52	14	12	-	-	-	-	-	-	-	769
2015	동대문구	합계	계	333,788	66,204	14,092	9,009	11,481	4,298	23,047	4,277	242,909	22,408	24,675	89,736	28,633	66,414	11,043	13,063	2,327	1,839	2,193	2,651	3,628	425	3,489	666	954	1,869	8,123
2015	동대문구	합계	6~9세	9,767	7,557	7,557	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2,210
2015	동대문구	합계	10~14세	12,550	12,543	6,535	6,008	-	-	-	-	-	-	-	-	-	-	-	7	-	7	-	-	-	-	-	-	-	-	-
2015	동대문구	합계	15~19세	18,690	16,848	-	2,413	9,524	1,359	3,552	-	1,662	-	81	1,581	-	-	-	180	-	29	121	18	12	-	-	-	-	-	-
2015	동대문구	합계	20~24세	29,699	20,278	-	581	1,951	2,363	14,919	464	8,595	4	100	3,448	2,837	2,187	19	680	-	9	116	298	241	16	135	40	95	-	11
2015	동대문구	합계	25~29세	28,587	6,320	-	3	5	321	3,746	2,245	20,556	-	140	3,317	4,833	11,492	774	1,176	-	37	99	505	513	22	518	66	291	161	17
2015	동대문구	합계	30~34세	28,426	1,287	-	1	1	114	343	828	25,253	-	152	5,445	5,468	12,439	1,749	1,185	-	36	138	434	560	17	678	74	173	431	23
