주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,Unnamed: 33
121-2-000005,청계산청룡,공영,노외,서울특별시 서초구 신원동 224-3일대,서울특별시 서초구 신원동 224-3일대,41,4,미시행,공휴일,05:00,19:00,05:00,19:00,00:00,19:00,유료,10,200,10.0,200.0,-1.0,-1.0,-1.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.446653000000005,127.05962199999999,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000006,양재시민의숲,공영,노외,서울특별시 서초구 양재2동237-2,서울특별시 서초구 양재2동237-2,50,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,00:00,21:00,유료,10,500,10.0,500.0,-1.0,-1.0,140000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.469646999999995,127.038335,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000008,양재주차빌딩,공영,노외,서울특별시 서초구 양재천로125-10,서울특별시 서초구 양재1동 90-2,98,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.4785659,127.041321,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000009,구룡주차빌딩,공영,노외,서울특별시 서초구 동산로19길37,서울특별시 서초구 양재2동 301-6,107,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.474112,127.04590800000001,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000010,언구비 주차빌딩,공영,노외,서울특별시 서초구 강남대로83길55,서울특별시 서초구 반포1동 741-3,58,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7287,37.504727,127.02098799999999,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000011,미도아파트 앞 주차빌딩,공영,노외,서울특별시 서초구 서초중앙로31길14-5,서울특별시 서초구 반포4동 49-8,181,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7287,37.4999956,127.01044399999999,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000012,이수 주차빌딩,공영,노외,서울특별시 서초구 방배중앙로193,서울특별시 서초구 방배본동 761-3,161,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7289,37.4962412,126.9853886,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000013,중앙로 공영 주차빌딩,공영,노외,서울특별시 서초구 방배중앙로25,서울특별시 서초구 방배2동 977-17,50,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7289,37.4821794,126.99205500000001,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000014,동산마을 공영주차장,공영,노외,서울특별시 서초구 강남대로8길77,서울특별시 서초구 양재2동 370-5,121,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,500,10.0,500.0,-1.0,-1.0,180000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.470008,127.044326,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000015,구룡공원 노외공영주차장,공영,노외,서울특별시 서초구 논현로5길29,서울특별시 서초구 양재2동 399,132,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.4715926,127.0484805,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000016,반포동 방음언덕형 공영주차장,공영,노외,서울특별시 서초구 반포1동 730일대,서울특별시 서초구 반포1동 730일대,94,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7287,37.504284999999996,127.018491,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000017,서래마을구립 공영주차장,공영,노외,서울특별시 서초구 서래로4길5,서울특별시 서초구 반포4동 90-7,78,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7287,37.497137,126.99865790000001,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000018,언남문화체육 센터공영주차장,공영,노외,서울특별시 서초구 동산로55,서울특별시 서초구 양재2동 310,190,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.4724059,127.04441159999999,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000019,무궁화 노외공영주차장,공영,노외,서울특별시 서초구 서초대로54길45,서울특별시 서초구 서초1동 1666-17,69,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,500,10.0,500.0,-1.0,-1.0,180000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7289,37.4922544,127.0167575,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000020,잠원동 방음언덕형 공영주차장,공영,노외,서울특별시 서초구 잠원동89-5,서울특별시 서초구 잠원동89-5,94,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7287,37.515762,127.016135,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000021,서초구립 반포2동,공영,노외,서울특별시 서초구 신반포로15길6,서울특별시 서초구 반포2동 5-1,165,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7287,37.5041685,126.99539250000001,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000022,반포4동 주민센터 공영주차장,공영,노외,서울특별시 서초구 사평대로28길 70,서울특별시 서초구 반포4동 74-7,51,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7287,37.497432,127.0003038,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000023,방배열린 문화센터,공영,노외,서울특별시 서초구 방배로173,서울특별시 서초구 방배4동 852-12,109,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7289,37.4889095,126.9922476,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000024,양재2동주민센터 공영주차장,공영,노외,서울특별시 서초구 강남대로12길 44,서울특별시 서초구 양재2동 323-1,32,3,미시행,평일+토요일+공휴일,07:00,21:00,07:00,21:00,00:00,21:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.4705526,127.04121090000001,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000025,방배1동 공영주차장,공영,노외,서울특별시 서초구 방배로23길 31-6,서울특별시 서초구 방배동 328-1,123,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7289,37.4854672,126.99243349999999,2019-06-26,3210000,서울특별시 서초구,-1.0
121-2-000026,양재근린공원 공영주차장,공영,노외,서울특별시 서초구 양재동 311,서울특별시 서초구 양재동 311,102,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,10,300,10.0,300.0,-1.0,-1.0,120000.0,"현금,신용카드","국가유공 상이자 및 장애인,고엽제후유증 환자, 5·18민주 유공상이자 80프로할인, 경차·저공해자동차·다둥이(3자녀)50프로 할인, 승용차요일제·다둥이(2자녀) 30프로할인 등",서울특별시 서초구청,02-2155-7290,37.471540999999995,127.041372,2019-06-26,3210000,서울특별시 서초구,-1.0
111-2-000001,수색동 공영주차장,공영,노외,서울특별시 은평구 수색로224,서울특별시 은평구 수색동78번지2호,111,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-350-5189,37.580490999999995,126.89893899999998,2019-01-01,3110000,서울특별시 은평구,-1.0
111-2-000002,응암3동 공영주차장,공영,노외,서울특별시 은평구 불광천길436,서울특별시 은평구 응암동580번지4호,160,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-350-5188,37.593506,126.91528899999999,2019-01-01,3110000,서울특별시 은평구,-1.0
111-2-000003,갈현1동 공영주차장,공영,노외,서울특별시 은평구 갈현로41가길16,서울특별시 은평구 갈현동9번지112호,61,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-357-5947,37.626498,126.91533700000001,2019-01-01,3110000,서울특별시 은평구,-1.0
111-2-000004,새장골 공영주차장,공영,노외,서울특별시 은평구 통일로92다길16-23,서울특별시 은평구 불광동480번지352호,40,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-355-5947,37.624469,126.923549,2019-01-01,3110000,서울특별시 은평구,-1.0
111-2-000005,연광초교지하공영주차장,공영,노외,서울특별시 은평구 연서로35길37,서울특별시 은평구 불광동400번지6호,152,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-385-2193,37.623995,126.924438,2019-01-01,3110000,서울특별시 은평구,-1.0
111-2-000006,서신초교지하공영주차장,공영,노외,서울특별시 은평구 은평터널로150,서울특별시 은평구 신사동194,110,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-375-3822,37.59231079999999,126.90683899999999,2019-01-01,3110000,서울특별시 은평구,-1.0
111-2-000007,매바위공영주차장,공영,노외,서울특별시 은평구 가좌로5길16-1,서울특별시 은평구 응암동747번지21호,80,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,02-376-6358,37.586576,126.920786,2019-01-01,3110000,서울특별시 은평구,-1.0
111-2-000008,구산동마을공원지하공영주차장,공영,노외,서울특별시 은평구 서오릉로17길,서울특별시 은평구 구산동340번지1호,77,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,-1.0,-1.0,-1.0,"현금,신용카드",관련법에의거 할인율적용,서울특별시 은평구시설관리공단,080-330-3600,37.614751,126.908474,2019-01-01,3110000,서울특별시 은평구,-1.0
